,Consumerism,"Drinking, Drugs & Smoking",Educational Value,Language,MPAA_rating,Positive Messages,Sex,Sexy Stuff,Violence,Violence & Scariness,age,genre,movie_id,one_line_description,overall_rating,slug,title,is_educational,has_Sexy_Stuff,has_Violence_&_Scariness
871,2.0,0.0,0.0,1.0,NR,3.0,0.0,0.0,0.0,0.0,6,Family and Kids,975,Springtime fun and laughs from friendly prehistoric herd.,4,ice-age-the-great-egg-scapade,Ice Age: The Great Egg-scapade,1.0,1.0,1.0
880,0.0,0.0,5.0,0.0,NR,5.0,0.0,0.0,0.0,0.0,3,Family and Kids,984,"Dino family's fun journey emphasizes curiosity, courage.",4,dinosaur-train-whats-at-the-center-of-the-earth,Dinosaur Train: What's at the Center of the Earth?,1.0,1.0,1.0
884,0.0,0.0,4.0,0.0,PG,3.0,0.0,0.0,0.0,3.0,7,Documentary,988,Beautifully filmed docu tells story of European wildlife.,4,seasons,Seasons,1.0,1.0,1.0
889,0.0,0.0,0.0,0.0,PG,3.0,0.0,0.0,0.0,3.0,8,Family and Kids,993,"Animated mouse adventure with emotional intensity, peril.",3,air-bound,Air Bound,1.0,1.0,1.0
892,1.0,0.0,5.0,0.0,NR,4.0,0.0,0.0,0.0,1.0,7,Documentary,996,STEM-themed docu will inspire kids to become engineers.,4,dream-big-engineering-our-world,Dream Big: Engineering Our World,1.0,1.0,1.0
895,3.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,2.0,7,Family and Kids,999,Action-packed Wild West adventure has some peril.,3,scooby-doo-shaggys-showdown,Scooby-Doo! Shaggy's Showdown,1.0,1.0,1.0
901,3.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,3,Family and Kids,1005,"Trains' sweet origin story promotes friendship, cooperation.",4,thomas-friends-the-adventure-begins,Thomas &amp; Friends: The Adventure Begins,1.0,1.0,1.0
914,1.0,0.0,4.0,0.0,G,5.0,0.0,0.0,0.0,2.0,8,Documentary,1018,Inspiring documentary about barrier-breaking teen girl.,4,the-eagle-huntress,The Eagle Huntress,1.0,1.0,1.0
916,1.0,0.0,2.0,1.0,PG,4.0,0.0,2.0,0.0,3.0,6,Family and Kids,1020,"Fun, colorful adventure has some peril, lots of great music.",4,trolls,Trolls,1.0,1.0,1.0
917,1.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,1.0,5,Family and Kids,1021,Princess crossover features two strong female role models.,4,elena-and-the-secret-of-avalor,Elena and the Secret of Avalor,1.0,1.0,1.0
925,0.0,0.0,0.0,0.0,PG,0.0,0.0,0.0,0.0,2.0,8,Family and Kids,1029,Dreadful low-budget fantasy is hard to watch.,1,jurassic-school,Jurassic School,1.0,1.0,1.0
928,3.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,5,Family and Kids,1032,Barbie's a smart coder in gentle video game adventure.,3,barbie-video-game-hero,Barbie:  Video Game Hero,1.0,1.0,1.0
929,2.0,3.0,,0.0,G,4.0,0.0,1.0,0.0,3.0,6,Family and Kids,1033,Disney masterpiece is darker than you may remember.,5,pinocchio,Pinocchio,0.0,1.0,1.0
932,0.0,0.0,0.0,2.0,PG,2.0,0.0,0.0,0.0,3.0,8,Family and Kids,1036,"Action-packed adventure has peril, violence, name-calling.",2,guardians-of-oz,Guardians of Oz,1.0,1.0,1.0
933,0.0,0.0,3.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,5,Family and Kids,1037,Pint-sized problem-solvers face rival squad on funny show.,4,odd-squad-the-movie,Odd Squad: The Movie,1.0,1.0,1.0
944,0.0,0.0,0.0,1.0,PG,3.0,0.0,0.0,0.0,2.0,7,Family and Kids,1048,Wave-riding sequel features surf action plus WWE folks.,3,surfs-up-2-wave-mania,Surf's Up 2: Wave Mania,1.0,1.0,1.0
946,0.0,2.0,2.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,8,Family and Kids,1050,Thrilling tale about a girl's search for her grandfather.,4,long-way-north,Long Way North,1.0,1.0,1.0
948,0.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,3.0,5,Family and Kids,1052,Bears save circus animals from villainous owner.,3,boonie-bears-the-big-top-secret,Boonie Bears: The Big Top Secret,1.0,1.0,1.0
949,0.0,0.0,1.0,1.0,PG,3.0,0.0,0.0,0.0,3.0,8,Family and Kids,1053,Legendary logger fights today's developers; some jeopardy.,3,bunyan-and-babe,Bunyan and Babe,1.0,1.0,1.0
950,0.0,0.0,,0.0,G,0.0,0.0,1.0,0.0,1.0,8,Romance,1054,Dreadful musical adventure is nonsensical and dumb.,1,tini-the-new-life-of-violetta,Tini: The New Life of Violetta,0.0,1.0,1.0
968,0.0,0.0,2.0,0.0,G,3.0,0.0,1.0,0.0,2.0,6,Documentary,1072,Gentle docu about how crews capture footage of rare animals.,4,disneynature-expedition-china,Disneynature: Expedition China,1.0,1.0,1.0
978,1.0,0.0,0.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,6,Family and Kids,1082,"Family comedy mixes moments of peril, sweet messages.",4,storks,Storks,1.0,1.0,1.0
981,1.0,0.0,,0.0,PG,4.0,0.0,0.0,0.0,0.0,8,Documentary,1085,"Moving concert docu is ideal for Christian teens, families.",4,hillsong-let-hope-rise,Hillsong: Let Hope Rise,0.0,1.0,1.0
983,0.0,0.0,0.0,0.0,G,5.0,0.0,0.0,0.0,1.0,7,Drama,1087,Lots of plot packed into tale of faith and holiday miracles.,4,dolly-partons-christmas-of-many-colors-circle-of-love,Dolly Parton's Christmas of Many Colors: Circle of Love,1.0,1.0,1.0
1005,0.0,0.0,2.0,0.0,G,3.0,0.0,1.0,0.0,3.0,6,Documentary,1109,"Intimate look at baby wildlife; some violence, peril.",4,growing-up-wild,Growing Up Wild,1.0,1.0,1.0
1017,1.0,0.0,1.0,2.0,PG,3.0,0.0,1.0,0.0,3.0,6,Family and Kids,1121,"Adventure is clever and engaging, despite animals in peril.",4,the-secret-life-of-pets,The Secret Life of Pets,1.0,1.0,1.0
1020,0.0,0.0,0.0,0.0,NR,2.0,0.0,0.0,0.0,2.0,7,Family and Kids,1124,"Kids protect planet from evil in dull, poorly made tale.",1,tellur-aliens,Tellur Aliens,1.0,1.0,1.0
1021,2.0,1.0,3.0,1.0,PG,4.0,0.0,0.0,0.0,3.0,7,Family and Kids,1125,"Sweet Dahl book adaptation has big heart, big scares.",4,the-bfg,The BFG,1.0,1.0,1.0
1024,2.0,0.0,1.0,1.0,PG,4.0,0.0,0.0,0.0,3.0,7,Family and Kids,1128,"Wonderful remake of Disney classic has peril, sad moments.",4,petes-dragon-2016,Pete's Dragon (2016),1.0,1.0,1.0
1025,0.0,2.0,1.0,1.0,PG,3.0,0.0,0.0,0.0,3.0,6,Family and Kids,1129,Forgettable talking-animal adventure has some scares.,2,the-wild-life,The Wild Life,1.0,1.0,1.0
1028,0.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,1132,"Gratitude, diversity central to sweet book adaptation.",4,the-snowy-day,The Snowy Day,1.0,1.0,1.0
1029,0.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,4,Family and Kids,1133,"Book pals spread holiday cheer with friendly, funny tale.",4,if-you-give-a-mouse-a-christmas-cookie,If You Give a Mouse a Christmas Cookie,1.0,1.0,1.0
1030,0.0,0.0,2.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,8,Family and Kids,1134,Semi-historical drama about a plucky girl is lots of fun.,4,an-american-girl-story-maryellen-1955-extraordinary-christmas,An American Girl Story - Maryellen 1955: Extraordinary Christmas,1.0,1.0,1.0
1033,0.0,0.0,,0.0,NR,1.0,0.0,1.0,0.0,0.0,8,Romance,1137,Predictable faith-based holiday romance is full of clichés.,2,christmas-in-the-smokies,Christmas in the Smokies,0.0,1.0,1.0
1039,0.0,0.0,2.0,1.0,NR,3.0,0.0,0.0,0.0,3.0,6,Family and Kids,1143,"Engaging, action-packed sequel has positive messages.",3,space-dogs-adventure-to-the-moon,Space Dogs: Adventure to the Moon,1.0,1.0,1.0
1043,2.0,0.0,2.0,0.0,PG,5.0,0.0,0.0,0.0,3.0,6,Family and Kids,1147,"Delightful sequel promotes teamwork; some sadness, scares.",5,finding-dory,Finding Dory,1.0,1.0,1.0
1047,0.0,0.0,0.0,0.0,G,2.0,0.0,0.0,0.0,1.0,5,Family and Kids,1151,Predictable story about a girl and the piglet she loves.,2,arlo-the-burping-pig,Arlo the Burping Pig,1.0,1.0,1.0
1061,0.0,0.0,1.0,1.0,PG,3.0,0.0,1.0,0.0,3.0,8,Family and Kids,1165,Sweet tale about kids' snow battle has very sad moments.,4,snowtime,Snowtime!,1.0,1.0,1.0
1062,3.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,3.0,7,Family and Kids,1166,"Wolf pups on a rescue mission; suspense, peril, and laughs.",3,alpha-and-omega-the-big-fureeze,Alpha and Omega: The Big Fureeze,1.0,1.0,1.0
1064,0.0,0.0,,1.0,NR,3.0,0.0,1.0,0.0,2.0,8,Family and Kids,1168,Bully learns about kindness in holiday family comedy.,3,the-christmas-project,The Christmas Project,0.0,1.0,1.0
1066,2.0,3.0,1.0,2.0,PG,3.0,0.0,2.0,0.0,2.0,8,Family and Kids,1170,Forgettable comedy has more drinking than you'd expect.,1,nine-lives,Nine Lives,1.0,1.0,1.0
1074,3.0,2.0,0.0,1.0,PG,2.0,0.0,1.0,0.0,3.0,8,Action/Adventure,1178,"Fun, action-packed tale celebrates '60s TV version.",3,batman-return-of-the-caped-crusaders,Batman: Return of the Caped Crusaders,1.0,1.0,1.0
1081,1.0,0.0,4.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,7,Documentary,1185,Airplane docu is visually stunning for transportation fans.,3,living-in-the-age-of-airplanes,Living in the Age of Airplanes,1.0,1.0,1.0
1086,5.0,0.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,1.0,4,Family and Kids,1190,Cute toys' silly adventures fun but serve as one big ad.,2,shopkins-chef-club,Shopkins: Chef Club,1.0,1.0,1.0
1089,3.0,0.0,3.0,0.0,NR,4.0,0.0,0.0,0.0,1.0,7,Family and Kids,1193,Indomitable girl speaks up for civil rights in sweet story.,4,an-american-girl-story-melody-1963-love-has-to-win,"An American Girl Story - Melody, 1963: Love Has to Win",1.0,1.0,1.0
1095,3.0,0.0,2.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,4,Family and Kids,1199,"Sweet sisterly tale with mild suspense, positive messages.",3,barbie-her-sisters-in-a-puppy-chase,Barbie &amp; Her Sisters in a Puppy Chase,1.0,1.0,1.0
1097,0.0,0.0,0.0,0.0,G,2.0,0.0,0.0,0.0,3.0,7,Family and Kids,1201,Friends save the jungle in animated tale; lots of violence.,2,motu-patlu-king-of-kings,Motu Patlu: King of Kings,1.0,1.0,1.0
1108,0.0,0.0,3.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,6,Family and Kids,1212,"Animated Aussie adventure promotes teamwork, friendship.",3,blinky-bill-the-movie,Blinky Bill: The Movie,1.0,1.0,1.0
1109,2.0,0.0,1.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,6,Family and Kids,1213,Fifth installment is fine but not-so-fresh prehistoric fun.,3,ice-age-collision-course,Ice Age: Collision Course,1.0,1.0,1.0
1110,0.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,2.0,7,Family and Kids,1214,Animated tale of kid ghost hunters has some mild scares.,3,ghost-patrol,Ghost Patrol,1.0,1.0,1.0
1122,1.0,0.0,3.0,0.0,G,3.0,0.0,0.0,0.0,0.0,5,Family and Kids,1226,Zoologist brothers spread merriment in rescue mission.,4,wild-kratts-a-creature-christmas,Wild Kratts: A Creature Christmas,1.0,1.0,1.0
1123,3.0,0.0,0.0,1.0,NR,4.0,0.0,0.0,0.0,0.0,4,Family and Kids,1227,Classic Peanuts fare stands the test of time.,4,charlie-browns-all-stars,Charlie Brown's All Stars!,1.0,1.0,1.0
1128,0.0,2.0,0.0,0.0,PG,3.0,0.0,1.0,0.0,2.0,8,Drama,1232,Competitive skaters soar in wholesome family drama.,3,ice-girls,Ice Girls,1.0,1.0,1.0
1129,3.0,0.0,0.0,1.0,NR,0.0,0.0,0.0,0.0,2.0,7,Family and Kids,1233,"An unnecessary, extended commercial for Lego toys.",1,lego-jurassic-world-the-indominus-escape,Lego Jurassic World: The Indominus Escape,1.0,1.0,1.0
1130,3.0,0.0,0.0,0.0,NR,2.0,0.0,0.0,0.0,3.0,7,Family and Kids,1234,"More scares, less message-driven than early Equestria tales.",2,my-little-pony-equestria-girls-legend-of-everfree,My Little Pony Equestria Girls: Legend of Everfree,1.0,1.0,1.0
1138,3.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,6,Family and Kids,1242,Rebooted ghouls are less scary; some mild peril.,3,monster-high-welcome-to-monster-high,Monster High: Welcome to Monster High,1.0,1.0,1.0
1145,3.0,0.0,3.0,0.0,NR,5.0,0.0,0.0,0.0,2.0,5,Family and Kids,1249,"Lion tales have strong characters, positive messages.",4,the-lion-guard-unleash-the-power,The Lion Guard: Unleash the Power,1.0,1.0,1.0
1154,3.0,1.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,3.0,8,Action/Adventure,1258,"Superhero battle filled with cartoon mayhem, nonstop action.",3,batman-unlimited-mechs-vs-mutants,Batman Unlimited: Mechs vs Mutants,1.0,1.0,1.0
1156,3.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,1.0,3,Family and Kids,1260,"Entertaining train tale with mild peril, positive messages.",3,thomas-friends-the-great-race,Thomas &amp; Friends: The Great Race,1.0,1.0,1.0
1157,3.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,5,Family and Kids,1261,Smart heroine saves the galaxy in outer space adventure.,3,barbie-star-light-adventure,Barbie: Star Light Adventure,1.0,1.0,1.0
1167,3.0,0.0,2.0,1.0,G,5.0,0.0,0.0,0.0,1.0,4,Family and Kids,1271,Classic Peanuts film is as charming and relevant as ever.,5,a-boy-named-charlie-brown,A Boy Named Charlie Brown,1.0,1.0,1.0
1168,3.0,0.0,0.0,1.0,G,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,1272,Adventure-filled Peanuts journey has some sad moments.,4,snoopy-come-home,"Snoopy, Come Home",1.0,1.0,1.0
1170,0.0,0.0,0.0,0.0,PG,3.0,0.0,0.0,0.0,3.0,6,Family and Kids,1274,Lots of peril and adventure in clever princess tale.,3,the-swan-princess-princess-tomorrow-pirate-today,"The Swan Princess: Princess Tomorrow, Pirate Today!",1.0,1.0,1.0
1172,0.0,0.0,3.0,0.0,G,5.0,0.0,0.0,0.0,0.0,3,Family and Kids,1276,Comical cat's holiday special teaches kids about courage.,4,the-cat-in-the-hat-knows-a-lot-about-halloween,The Cat in the Hat Knows a Lot About Halloween!,1.0,1.0,1.0
1183,0.0,0.0,0.0,0.0,G,2.0,0.0,0.0,0.0,2.0,6,Comedy,1288,Silly talking-dog tale has some mild peril.,2,pup-star,Pup Star,1.0,1.0,1.0
1193,3.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,3.0,7,Family and Kids,1298,Action-packed teen superhero tale has comic book violence.,3,dc-super-hero-girls-hero-of-the-year,DC Super Hero Girls: Hero of the Year,1.0,1.0,1.0
1197,2.0,0.0,,0.0,PG,3.0,0.0,0.0,0.0,3.0,7,Family and Kids,1302,Video game-based sci-fi adventure is fun but forgettable.,3,ratchet-clank,Ratchet &amp; Clank,0.0,1.0,1.0
1198,2.0,2.0,0.0,2.0,PG,3.0,0.0,2.0,0.0,3.0,7,Family and Kids,1303,"Silly, frenetic, sometimes-crude 'toon based on popular app.",2,the-angry-birds-movie,The Angry Birds Movie,1.0,1.0,1.0
1200,0.0,0.0,0.0,1.0,PG,3.0,0.0,0.0,0.0,1.0,8,Romance,1305,"Kids will enjoy this playful, modern-day fairy tale musical.",3,a-cinderella-story-if-the-shoe-fits,A Cinderella Story: If the Shoe Fits,1.0,1.0,1.0
1205,3.0,0.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,3.0,7,Family and Kids,1310,"WWE tie-in features monster car mayhem, wrestling violence.",2,scooby-doo-and-wwe-curse-of-the-speed-demon,Scooby-Doo! and WWE: Curse of the Speed Demon,1.0,1.0,1.0
1208,3.0,0.0,0.0,1.0,NR,0.0,0.0,0.0,0.0,3.0,7,Family and Kids,1313,Basically one long battle scene with toys and action figures,2,slugterra-into-the-shadows,Slugterra: Into the Shadows,1.0,1.0,1.0
1220,0.0,0.0,0.0,1.0,PG,2.0,0.0,0.0,0.0,3.0,8,Family and Kids,1325,Action-packed cartoon with animal heroes in frequent danger.,2,the-adventures-of-panda-warrior,The Adventures of Panda Warrior,1.0,1.0,1.0
1231,0.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,4,Family and Kids,1336,Whimsical animated tale will charm the whole family.,4,lotte-from-gadgetville,Lotte from Gadgetville,1.0,1.0,1.0
1252,3.0,0.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,2.0,6,Action/Adventure,1357,Confusing story with too many characters; for fans only.,2,pokemon-the-movie-volcanion-and-the-mechanical-marvel,Pokémon the Movie: Volcanion and the Mechanical Marvel,1.0,1.0,1.0
1258,0.0,0.0,5.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,8,Documentary,1363,Gentle docu celebrates miracle of butterfly migration.,4,flight-of-the-butterflies,Flight of the Butterflies,1.0,1.0,1.0
1267,0.0,0.0,1.0,0.0,PG,3.0,0.0,0.0,0.0,1.0,7,Family and Kids,1372,"Poignant hand-drawn story promotes family, environmentalism.",4,boy-and-the-world,Boy and the World,1.0,1.0,1.0
1279,0.0,1.0,1.0,1.0,PG,3.0,0.0,1.0,0.0,1.0,5,Family and Kids,1384,Talking-dog comedy means well but lacks depth.,2,rescue-dogs-the-movie,Rescue Dogs: The Movie,1.0,1.0,1.0
1286,3.0,0.0,1.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,6,Family and Kids,1391,"Upbeat but intense threequel looks at identity, family ties.",3,kung-fu-panda-3,Kung Fu Panda 3,1.0,1.0,1.0
1290,1.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,3.0,5,Family and Kids,1395,Engaging musical comedy has action-packed slapstick.,3,tom-and-jerry-back-to-oz,Tom and Jerry: Back to Oz,1.0,1.0,1.0
1301,0.0,0.0,0.0,3.0,NR,2.0,0.0,0.0,0.0,3.0,8,Family and Kids,1406,"Family fantasy has some scares, swearing.",3,help-ive-shrunk-the-family,Help I've Shrunk the Family,1.0,1.0,1.0
1304,3.0,0.0,3.0,0.0,NR,3.0,0.0,0.0,0.0,3.0,8,Family and Kids,1409,"Action-packed jungle mystery has suspense, peril.",3,american-girl-lea-to-the-rescue,American Girl: Lea to the Rescue,1.0,1.0,1.0
1306,0.0,1.0,2.0,2.0,PG,3.0,0.0,2.0,0.0,2.0,6,Family and Kids,1411,"Animated duck adventure teaches tolerance, teamwork.",3,quackerz,Quackerz,1.0,1.0,1.0
1316,0.0,0.0,1.0,0.0,NR,5.0,0.0,0.0,0.0,1.0,7,Family and Kids,1421,"Historical drama has earnest stories, heartfelt values.",3,when-calls-the-heart-heart-of-a-hero,When Calls the Heart: Heart of a Hero,1.0,1.0,1.0
1320,3.0,0.0,5.0,1.0,NR,3.0,0.0,0.0,0.0,1.0,8,Documentary,1425,Stunning visuals in short docu about modern space program.,3,journey-to-space,Journey to Space,1.0,1.0,1.0
1323,1.0,0.0,2.0,2.0,PG,5.0,0.0,1.0,0.0,3.0,8,Family and Kids,1428,"Charming buddy-animal story promotes tolerance, teamwork.",4,zootopia,Zootopia,1.0,1.0,1.0
1328,2.0,0.0,0.0,2.0,NR,0.0,0.0,0.0,0.0,2.0,7,Family and Kids,1433,"Some potty humor in bland, unoriginal Halloween tale.",1,pacs-scary-halloween,Pac's Scary Halloween,1.0,1.0,1.0
1329,0.0,0.0,3.0,0.0,NR,5.0,0.0,0.0,0.0,0.0,8,Documentary,1434,"Vibrant, uplifting docu about African children's choir.",5,imba-means-sing,Imba Means Sing,1.0,1.0,1.0
1344,0.0,0.0,0.0,1.0,NR,1.0,0.0,0.0,0.0,2.0,5,Family and Kids,1449,Low-budget undersea adventure is boring and lifeless.,1,izzies-way-home,Izzie's Way Home,1.0,1.0,1.0
1348,3.0,0.0,3.0,0.0,NR,3.0,0.0,0.0,0.0,0.0,5,Family and Kids,1453,Quirky band learns and sings about the Wild West.,4,saddle-up,Saddle Up,1.0,1.0,1.0
1354,3.0,0.0,1.0,1.0,NR,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,1459,"So-so sequel has mild cartoon action, some potty humor.",2,alpha-and-omega-dino-digs,Alpha and Omega: Dino Digs,1.0,1.0,1.0
1358,3.0,0.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,1.0,6,Family and Kids,1463,"Two franchises merge; fewer scares, more tie-ins.",2,lego-scooby-doo-haunted-hollywood,Lego Scooby-Doo! Haunted Hollywood,1.0,1.0,1.0
1368,0.0,1.0,1.0,2.0,NR,4.0,0.0,0.0,0.0,1.0,7,Drama,1473,"Inspiring, faith-filled tale has emotion, serious themes.",4,dolly-partons-coat-of-many-colors,Dolly Parton's Coat of Many Colors,1.0,1.0,1.0
1371,0.0,0.0,0.0,0.0,NR,2.0,0.0,0.0,0.0,1.0,8,Drama,1476,"Teen gymnast faces pressure, cyberbullying in sports drama.",2,raising-the-bar,Raising the Bar,1.0,1.0,1.0
1372,0.0,0.0,4.0,0.0,G,4.0,0.0,0.0,0.0,1.0,6,Documentary,1477,Stunning look at Earth -- and man's sobering impact on it.,5,a-beautiful-planet,A Beautiful Planet,1.0,1.0,1.0
1384,0.0,1.0,1.0,1.0,PG,3.0,0.0,1.0,0.0,2.0,6,Family and Kids,1489,Conservation-themed animal tale has lots of potty humor.,2,norm-of-the-north,Norm of the North,1.0,1.0,1.0
1390,3.0,0.0,0.0,0.0,NR,2.0,0.0,0.0,0.0,1.0,5,Family and Kids,1495,Squeaky-clean but so-so dance tale pushes Skecher shoes.,2,twinkle-toes-lights-up-new-york,Twinkle Toes Lights Up New York,1.0,1.0,1.0
1391,0.0,0.0,0.0,0.0,NR,2.0,0.0,1.0,0.0,2.0,5,Family and Kids,1496,Animated sequel a bit better than original; some peril.,2,pup-2-no-good,Pup 2 No Good,1.0,1.0,1.0
1398,0.0,0.0,0.0,0.0,NR,3.0,0.0,1.0,0.0,1.0,8,Comedy,1503,Book-based movie with mild boarding school hijinks.,2,bruno-and-boots-go-jump-in-the-pool,Bruno and Boots: Go Jump in the Pool,1.0,1.0,1.0
1405,0.0,0.0,0.0,0.0,NR,1.0,0.0,0.0,0.0,3.0,8,Family and Kids,1510,"Boy's animated odyssey has lots of action, suspense, scares.",2,hero-quest,Hero Quest,1.0,1.0,1.0
1408,3.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,8,Family and Kids,1513,Solid messages and mild scares are fun; more toys for sale.,3,monster-high-great-scarrier-reef,Monster High: Great Scarrier Reef,1.0,1.0,1.0
1411,0.0,0.0,0.0,1.0,NR,3.0,0.0,2.0,0.0,2.0,7,Comedy,1516,"Zany, kid-friendly adventure welcomes old fans and new ones.",3,pee-wees-big-holiday,Pee-Wee's Big Holiday,1.0,1.0,1.0
1413,4.0,2.0,1.0,1.0,PG,3.0,0.0,2.0,0.0,2.0,6,Family and Kids,1518,"Fourth Chipmunks movie is silly, brand-filled (as always).",2,alvin-and-the-chipmunks-the-road-chip,Alvin and the Chipmunks: The Road Chip,1.0,1.0,1.0
1422,1.0,0.0,0.0,2.0,PG,2.0,0.0,1.0,0.0,2.0,6,Family and Kids,1527,"Funny animated sequel has cartoon jeopardy, potty humor.",3,open-season-scared-silly,Open Season: Scared Silly,1.0,1.0,1.0
1425,3.0,0.0,1.0,1.0,G,4.0,0.0,1.0,0.0,2.0,4,Family and Kids,1530,Gentle family-friendly comedy has sweet messages.,4,the-peanuts-movie,The Peanuts Movie,1.0,1.0,1.0
1430,0.0,0.0,0.0,1.0,PG,0.0,0.0,0.0,0.0,3.0,8,Family and Kids,1535,"Horrible messages, nonstop chaotic action in animated dud.",1,bling,Bling,1.0,1.0,1.0
1438,3.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,1.0,5,Family and Kids,1544,Barbie forgoes fashion for exciting secret-agent adventure.,3,barbie-spy-squad,Barbie Spy Squad,1.0,1.0,1.0
1441,4.0,0.0,0.0,0.0,NR,2.0,0.0,0.0,0.0,2.0,7,Family and Kids,1547,"Heroes time-travel and fight evil in funny, inventive tale.",3,lego-dc-comics-justice-league-cosmic-clash,Lego DC Comics Justice League: Cosmic Clash,1.0,1.0,1.0
1449,1.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,5,Family and Kids,1555,Simba's son comes of age in enjoyable animated story.,4,the-lion-guard-return-of-the-roar,The Lion Guard: Return of the Roar,1.0,1.0,1.0
1453,3.0,1.0,1.0,0.0,PG,4.0,0.0,0.0,0.0,3.0,7,Family and Kids,1559,Young dino braves nature in lovely but intense adventure.,5,the-good-dinosaur,The Good Dinosaur,1.0,1.0,1.0
1459,0.0,0.0,0.0,1.0,NR,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,1565,Cute CGI animals must save the farm; some cartoon violence.,3,hatched,Hatched,1.0,1.0,1.0
1463,3.0,0.0,4.0,0.0,NR,3.0,0.0,0.0,0.0,1.0,6,Documentary,1569,"Beautiful documentary celebrates ""America's best idea.""",4,national-parks-adventure,National Parks Adventure,1.0,1.0,1.0
1482,1.0,1.0,1.0,1.0,PG,2.0,0.0,0.0,0.0,1.0,7,Family and Kids,1588,Predictable talking-monkey comedy has mixed messages.,2,monkey-up,Monkey Up,1.0,1.0,1.0
1488,0.0,0.0,1.0,0.0,G,3.0,0.0,0.0,0.0,2.0,6,Family and Kids,1595,"Sweet dino tale with music, cartoon action, and mild peril.",3,the-land-before-time-journey-of-the-brave,The Land Before Time: Journey of the Brave,1.0,1.0,1.0
1493,3.0,0.0,1.0,0.0,G,3.0,0.0,1.0,0.0,3.0,5,Family and Kids,1600,Animated classic is enchanting but also scary.,4,snow-white-and-the-seven-dwarfs,Snow White and the Seven Dwarfs,1.0,1.0,1.0
1519,3.0,0.0,1.0,1.0,PG,3.0,0.0,1.0,0.0,2.0,7,Family and Kids,1626,"Slightly spooky sequel isn't stellar, but fine for families.",3,hotel-transylvania-2,Hotel Transylvania 2,1.0,1.0,1.0
1529,3.0,0.0,0.0,0.0,NR,2.0,0.0,0.0,0.0,2.0,6,Family and Kids,1636,Short origin story will appeal most to series fans.,3,kung-fu-panda-secrets-of-the-scroll,Kung Fu Panda: Secrets of the Scroll,1.0,1.0,1.0
1532,0.0,0.0,0.0,1.0,NR,0.0,0.0,0.0,0.0,2.0,8,Family and Kids,1639,"Live-action comedy has disturbing scenes, dumb story.",1,robo-dog,Robo-Dog,1.0,1.0,1.0
1533,0.0,0.0,0.0,0.0,PG,3.0,0.0,0.0,0.0,2.0,8,Family and Kids,1640,Kids face peril in silly talking-dog adventure.,3,timber-the-treasure-dog,Timber the Treasure Dog,1.0,1.0,1.0
1540,1.0,2.0,1.0,0.0,NR,3.0,0.0,2.0,0.0,1.0,6,Family and Kids,1647,Popular Nordic characters star in amusing family adventure.,3,moomins-on-the-riviera,Moomins on the Riviera,1.0,1.0,1.0
1546,0.0,0.0,0.0,0.0,NR,3.0,0.0,0.0,0.0,2.0,4,Family and Kids,1653,Book-based animated short celebrates love of family.,4,stick-man,Stick Man,1.0,1.0,1.0
