title,Consumerism,"Drinking, Drugs & Smoking",Educational Value,Language,MPAA_rating,Positive Messages,Sex,Sexy Stuff,Violence,Violence & Scariness,age,genre,movie_id,one_line_description,overall_rating,slug,MPAA_ordinal,is_educational,has_Sexy_Stuff,has_Violence_&_Scariness
The Commuter,0.0,2.0,,3.0,PG-13,1.0,0.0,,4.0,,14,Thriller,254,"Train-set Neeson thriller isn't smart, but it is exciting.",3,the-commuter,2,0,0,0
Humor Me,0.0,3.0,,4.0,NR,3.0,3.0,,1.0,,15,Comedy,255,"Swearing, innuendo in predictable but likable dad-son tale.",3,humor-me,4,0,0,0
Sheep &amp; Wolves,0.0,1.0,2.0,2.0,PG,3.0,0.0,2.0,0.0,3.0,8,Family and Kids,256,Occasionally amusing animal adventure has mixed messages.,2,sheep-wolves,1,1,1,1
Deep Blue Sea 2,0.0,0.0,,4.0,R,1.0,0.0,,4.0,,16,Horror,257,"Gory shark tale has violence, profanity.",1,deep-blue-sea-2,3,0,0,0
I Am Not an Easy Man,0.0,3.0,,5.0,NR,3.0,5.0,,1.0,,17,Comedy,258,"French romcom with hilarious twist; sex, swearing, drinking.",4,i-am-not-an-easy-man,4,0,0,0
Truth or Dare,0.0,3.0,,4.0,PG-13,1.0,3.0,,4.0,,14,Horror,259,"Foolish supernatural horror has lots of death, drinking.",1,truth-or-dare,2,0,0,0
Rampage,1.0,0.0,,3.0,PG-13,3.0,1.0,,4.0,,14,Action/Adventure,260,"Big, loud, occasionally gory game-based adventure.",2,rampage,2,0,0,0
Sgt. Stubby: An American Hero,0.0,2.0,3.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,8,Family and Kids,261,Interesting tale of plucky WWI dog has some war violence.,3,sgt-stubby-an-american-hero,1,1,1,1
Borg vs. McEnroe,0.0,2.0,,4.0,R,1.0,3.0,,2.0,,16,Drama,262,"Swearing, brief nudity in well-acted, real-life tennis tale.",3,borg-vs-mcenroe,3,0,0,0
Wildling,0.0,3.0,,4.0,R,2.0,3.0,,4.0,,15,Fantasy,263,Monster movie about puberty is smart but bloody.,3,wildling,3,0,0,0
Come Sunday,0.0,0.0,,3.0,NR,5.0,1.0,,0.0,,13,Drama,264,"Real-life story explores faith, spirituality; mature themes.",3,come-sunday,4,0,0,0
A Sort of Family,1.0,1.0,,2.0,NR,0.0,0.0,,2.0,,13,Drama,265,Drama addresses moral questions surrounding adoption.,2,a-sort-of-family,4,0,0,0
Pickpockets,0.0,3.0,,3.0,NR,0.0,3.0,,4.0,,16,Drama,266,"Aspiring teen thieves learn the trade; violence, cursing.",4,pickpockets,4,0,0,0
Beirut,1.0,4.0,,4.0,R,0.0,2.0,,4.0,,16,Thriller,267,"Smart political thriller has violence, language, drinking.",3,beirut,3,0,0,0
The Tribes of Palos Verdes,2.0,4.0,,4.0,R,2.0,3.0,,3.0,,16,Drama,268,Melancholy coming-of-age drama tackles tough topics.,3,the-tribes-of-palos-verdes,3,0,0,0
Phantom Thread,0.0,2.0,,4.0,R,0.0,3.0,,1.0,,15,Drama,269,Elegant power struggle in the fashion world; salty language.,4,phantom-thread,3,0,0,0
Molly's Game,1.0,4.0,,4.0,R,0.0,1.0,,3.0,,16,Drama,270,"Talky, mature drama with powerful, imperfect female lead.",3,mollys-game,3,0,0,0
All the Money in the World,0.0,3.0,,4.0,R,1.0,3.0,,4.0,,16,Drama,271,Violent but good thriller about corrupting power of money.,4,all-the-money-in-the-world,3,0,0,0
The Greatest Showman,0.0,2.0,,2.0,PG,3.0,2.0,,2.0,,10,Musical,272,Jackman and Zendaya entertain in musical Barnum biopic.,3,the-greatest-showman,1,0,0,0
My Friend Dahmer,1.0,4.0,,4.0,R,2.0,4.0,,4.0,,16,Drama,273,Odd but honest portrayal of future serial killer as a teen.,4,my-friend-dahmer,3,0,0,0
Condorito: The Movie,0.0,3.0,,3.0,PG,3.0,3.0,,2.0,,10,Family and Kids,274,"Appeal of silly, suggestive comic is lost in translation.",2,condorito-the-movie,1,0,0,0
Pinocchio (2018),0.0,0.0,0.0,1.0,PG,3.0,0.0,0.0,0.0,3.0,7,Family and Kids,275,"Reimagining of classic tale has lots of peril, some scares.",3,pinocchio-2018,1,1,1,1
Suicide Squad: Hell to Pay,3.0,2.0,,3.0,R,1.0,3.0,,5.0,,17,Action/Adventure,276,"Super-violent, bloody animated tale meant for adults.",3,suicide-squad-hell-to-pay,3,0,0,0
Proud Mary,1.0,2.0,,4.0,R,1.0,0.0,,3.0,,15,Action/Adventure,277,"Violence, strong language in shallow mob-killer tale.",1,proud-mary,3,0,0,0
Orbiter 9,1.0,1.0,,3.0,NR,1.0,3.0,,3.0,,13,Science Fiction,278,Sci-fi tale with slow build and deep messages; violence.,3,orbiter-9,4,0,0,0
Lean on Pete,0.0,2.0,,4.0,R,4.0,1.0,,3.0,,15,Drama,279,"Haunting tale of survival and love has language, violence.",5,lean-on-pete,3,0,0,0
Blockers,2.0,4.0,,5.0,R,3.0,5.0,,3.0,,17,Comedy,280,Sex comedy has worthy messages amid all its raunchy humor.,3,blockers,3,0,0,0
Chappaquiddick,0.0,1.0,,4.0,PG-13,1.0,0.0,,3.0,,14,Drama,281,Fascinating fact-based drama about power and perception.,3,chappaquiddick,2,0,0,0
The Miracle Season,0.0,0.0,,0.0,PG,4.0,0.0,1.0,0.0,1.0,8,Drama,282,"Tragic loss rocks, then inspires team in true sports story.",3,the-miracle-season,1,0,1,1
You Were Never Really Here,0.0,0.0,,4.0,R,1.0,1.0,,5.0,,16,Thriller,283,Bleak but effective thriller is brutally violent.,4,you-were-never-really-here,3,0,0,0
Where Is Kyra?,0.0,3.0,,4.0,R,0.0,2.0,,1.0,,16,Drama,284,"Strong language, drinking in dark, heavy drama.",3,where-is-kyra,3,0,0,0
Big Fish &amp; Begonia,0.0,2.0,,0.0,PG-13,4.0,1.0,,3.0,,10,Fantasy,285,"Mystical anime has deep themes, some peril.",3,big-fish-begonia,2,0,0,0
Pandas,0.0,0.0,4.0,0.0,G,4.0,0.0,0.0,0.0,2.0,6,Documentary,286,Educational doc about scientists training pandas to go wild.,4,pandas,0,1,1,1
The 4th Company,0.0,3.0,,4.0,NR,0.0,5.0,,5.0,,17,Drama,287,Extremely violent prison film inspired by true events.,4,the-4th-company,4,0,0,0
Sun Dogs,1.0,1.0,,3.0,NR,4.0,1.0,,1.0,,14,Drama,288,"Offbeat tale of odd young man; cursing, mature themes.",4,sun-dogs,4,0,0,0
Spinning Man,0.0,3.0,,4.0,R,1.0,3.0,,4.0,,16,Thriller,289,"Sturdy, smart thriller has drinking, violence, sex.",3,spinning-man,3,0,0,0
Amateur,1.0,1.0,,4.0,NR,1.0,0.0,,1.0,,14,Drama,290,Provocative sports movie on amateur athletics; cursing.,4,amateur,4,0,0,0
6 Balloons,0.0,5.0,,4.0,NR,4.0,0.0,,0.0,,17,Drama,291,Raw look at heartbreaking effects of addiction; drug use.,4,6-balloons,4,0,0,0
A Quiet Place,0.0,1.0,,0.0,PG-13,3.0,1.0,,4.0,,14,Horror,292,"Gripping monster movie has lots of tension, some blood.",4,a-quiet-place,2,0,0,0
"Ram Dass, Going Home",0.0,3.0,,0.0,NR,5.0,0.0,,0.0,,14,Documentary,293,Docu visits aging spiritual hero; drug references.,3,ram-dass-going-home,4,0,0,0
Father Figures,1.0,2.0,,4.0,R,1.0,3.0,,3.0,,16,Comedy,294,"Raunchy, unfunny comedy might have been better as a drama.",2,father-figures,3,0,0,0
Half Magic,0.0,3.0,,4.0,R,3.0,5.0,,2.0,,17,Comedy,295,Tons of sex in female empowerment comedy.,3,half-magic,3,0,0,0
Jane,0.0,1.0,4.0,3.0,NR,5.0,0.0,2.0,0.0,2.0,8,Documentary,296,"Engaging Goodall docu has a little violence, language.",4,jane,4,1,1,1
Like Me,1.0,3.0,,4.0,NR,2.0,3.0,,4.0,,16,Thriller,297,Hypnotic experimental movie about millennial malaise.,4,like-me,4,0,0,0
Basmati Blues,0.0,1.0,,2.0,NR,3.0,2.0,,1.0,,10,Musical,298,"Too-sweet, naïve Bollywood-style musical has some romance.",2,basmati-blues,4,0,0,0
All at Once,1.0,4.0,,4.0,NR,3.0,3.0,,1.0,,16,Drama,299,Dramedy has lots of swearing and risky teen behavior.,3,all-at-once,4,0,0,0
Honey: Rise Up and Dance,0.0,1.0,,2.0,PG-13,1.0,2.0,,0.0,,12,Musical,300,Solid dancing interrupted for predictable story; swearing.,2,honey-rise-up-and-dance,2,0,0,0
First Match,0.0,1.0,,4.0,NR,4.0,3.0,,4.0,,16,Drama,301,Compelling teen drama has violence and language.,3,first-match,4,0,0,0
The Titan,0.0,3.0,,3.0,NR,0.0,1.0,,4.0,,16,Science Fiction,302,Sci-fi thriller has peril and bloody violence.,2,the-titan,4,0,0,0
God's Not Dead: A Light in Darkness,2.0,1.0,,1.0,PG,3.0,1.0,,2.0,,10,Drama,303,"Issue of church vs. state in faith-based ""threequel.""",2,gods-not-dead-a-light-in-darkness,1,0,0,0
Birthmarked,0.0,3.0,,4.0,NR,1.0,4.0,,2.0,,15,Comedy,304,"Uneven comedy has strong language, sexuality.",2,birthmarked,4,0,0,0
Finding Your Feet,0.0,3.0,,3.0,PG-13,3.0,3.0,,1.0,,13,Comedy,305,"Despite likable characters, Brit dance comedy falls flat.",2,finding-your-feet,2,0,0,0
Happy Anniversary,2.0,3.0,,4.0,NR,2.0,4.0,,0.0,,16,Romance,306,"Romcom has lots of frank sex talk, strong language.",3,happy-anniversary,4,0,0,0
Status Update,2.0,2.0,,3.0,PG-13,3.0,2.0,,2.0,,13,Comedy,307,"Routine teen comedy has stereotyping, drinking.",2,status-update,2,0,0,0
Acrimony,0.0,2.0,,4.0,R,0.0,4.0,,4.0,,16,Drama,308,"Selfish characters in Perry's violent, overlong drama.",1,acrimony,3,0,0,0
Ready Player One,3.0,1.0,,3.0,PG-13,3.0,2.0,,4.0,,12,Action/Adventure,309,Intense virtual reality adventure will dazzle '80s fans.,4,ready-player-one,2,0,0,0
Star Wars: Episode VIII: The Last Jedi,1.0,1.0,,2.0,PG-13,4.0,1.0,,3.0,,10,Science Fiction,310,"Sci-fi violence, strong female characters in thrilling epic.",4,star-wars-episode-viii-the-last-jedi,2,0,0,0
Dolores,0.0,0.0,,1.0,NR,4.0,1.0,,3.0,,11,Documentary,311,"Activist combats racism, sexism, and powerful enemies.",4,dolores,4,0,0,0
The Rape of Recy Taylor,0.0,0.0,,3.0,NR,4.0,1.0,,4.0,,15,Documentary,312,Awful crime becomes civil rights flash point in moving docu.,4,the-rape-of-recy-taylor,4,0,0,0
Permission,0.0,3.0,,4.0,NR,2.0,5.0,,0.0,,17,Drama,313,Lots of sex in drama about longtime couple's experiment.,2,permission,4,0,0,0
27: Gone Too Soon,1.0,5.0,,3.0,NR,0.0,1.0,,3.0,,16,Documentary,314,"Unsatisfying docu about addiction, death, lost talent.",1,27-gone-too-soon,4,0,0,0
Acts of Violence,0.0,3.0,,4.0,R,0.0,4.0,,4.0,,16,Action/Adventure,315,"Human life, the law have no value in empty action flick.",1,acts-of-violence,3,0,0,0
March of the Penguins 2: The Next Step,0.0,0.0,4.0,0.0,NR,3.0,0.0,0.0,0.0,2.0,6,Documentary,316,"Another beautiful, fascinating penguin docu; some peril.",4,march-of-the-penguins-2-the-next-step,4,1,1,1
Isle of Dogs,0.0,1.0,,2.0,PG-13,3.0,2.0,,4.0,,11,Comedy,317,"Wondrous, bittersweet, funny, edgy animated canine story.",4,isle-of-dogs,2,0,0,0
Final Portrait,0.0,2.0,,4.0,R,3.0,4.0,,0.0,,16,Drama,318,"Insightful story about art has language, sexual situations.",4,final-portrait,3,0,0,0
A Bag of Marbles,0.0,2.0,,3.0,NR,4.0,1.0,,3.0,,13,Drama,319,"Powerful story of boys' WWII survival has peril, violence.",4,a-bag-of-marbles,4,0,0,0
"Roxanne, Roxanne",1.0,4.0,,4.0,NR,2.0,3.0,,4.0,,16,Drama,320,"Gritty, violent bio of '80s rap star is ultimately hopeful.",3,roxanne-roxanne,4,0,0,0
"Game Over, Man!",0.0,4.0,,5.0,NR,0.0,5.0,,5.0,,18,Comedy,321,"Dreadful comedy has gross-out humor, nudity, violence.",1,game-over-man,4,0,0,0
Shifting Gears,3.0,0.0,,0.0,NR,2.0,0.0,,1.0,,10,Comedy,322,Predictable racing dramedy explores father-son relationships,2,shifting-gears,4,0,0,0
Paradox,0.0,3.0,,3.0,NR,3.0,1.0,,1.0,,13,Musical,323,"Unique mix of dreamy Western, Neil Young concert; cursing.",3,paradox,4,0,0,0
Backyard Wilderness,2.0,0.0,5.0,0.0,NR,5.0,0.0,1.0,0.0,3.0,6,Documentary,324,Nature triumphs over devices in inspiring nature docu.,4,backyard-wilderness,4,1,1,1
Dirt,3.0,2.0,,3.0,PG-13,3.0,0.0,,2.0,,12,Drama,325,"Off-road racing/redemption tale has mild violence, language.",3,dirt,2,0,0,0
Downsizing,2.0,3.0,,4.0,R,2.0,5.0,,2.0,,16,Comedy,326,"Overlong sci-fi comedy has a heavy message, mature content.",2,downsizing,3,0,0,0
Pitch Perfect 3,2.0,2.0,,3.0,PG-13,3.0,2.0,,2.0,,14,Comedy,327,Uneven series finale is best when there's music.,2,pitch-perfect-3,2,0,0,0
Jumanji: Welcome to the Jungle,3.0,2.0,,3.0,PG-13,4.0,3.0,,3.0,,11,Action/Adventure,328,Star-studded reboot is charming; some iffy stuff.,3,jumanji-welcome-to-the-jungle,2,0,0,0
Miss Kiet's Children,0.0,0.0,,0.0,NR,4.0,0.0,,1.0,,10,Documentary,329,Poignant docu about Dutch teacher's refugee students.,4,miss-kiets-children,4,0,0,0
Heartbeats,0.0,2.0,,3.0,PG,3.0,2.0,,2.0,,11,Drama,330,Great dance scenes perk up so-so cross-cultural romance.,2,heartbeats,1,0,0,0
10 Billion: What's on Your Plate?,0.0,0.0,,2.0,NR,4.0,0.0,,0.0,,12,Documentary,331,Informative docu on feeding a growing planet.,4,10-billion-whats-on-your-plate,4,0,0,0
The Vanishing of Sidney Hall,0.0,2.0,,4.0,R,0.0,2.0,,2.0,,15,Drama,332,"Swearing, implied abuse in ""tortured artist"" drama.",2,the-vanishing-of-sidney-hall,3,0,0,0
When Calls the Heart: The  Heart of Homecoming,0.0,0.0,1.0,0.0,NR,4.0,0.0,0.0,0.0,0.0,7,Family and Kids,333,"Christmas comes to Hope Valley in wholesome, feel-good tale.",3,when-calls-the-heart-the-heart-of-homecoming,4,1,1,1
A Doggone Adventure,0.0,0.0,0.0,0.0,PG,0.0,0.0,0.0,0.0,1.0,5,Family and Kids,334,Low-budget talking-dog movie has slapstick humor.,1,a-doggone-adventure,1,1,1,1
7 Days in Entebbe,0.0,2.0,,3.0,PG-13,1.0,0.0,,4.0,,14,Drama,335,Violent but dry telling of real-life 1976 plane hijacking.,2,7-days-in-entebbe,2,0,0,0
Journey's End,0.0,3.0,,4.0,R,2.0,1.0,,4.0,,15,Drama,336,Touching WWI drama focuses on humanity over battles.,4,journeys-end,3,0,0,0
Take Your Pills,2.0,5.0,,3.0,NR,1.0,1.0,,0.0,,15,Documentary,337,Thought-provoking docu about rising amphetamine use.,4,take-your-pills,4,0,0,0
Benji (2018),1.0,0.0,0.0,1.0,NR,3.0,0.0,0.0,0.0,3.0,8,Family and Kids,338,Updated dog tale has realistic peril and violence.,3,benji-2018,4,1,1,1
Lego DC Comics Superheroes: The Flash,3.0,0.0,1.0,0.0,NR,3.0,0.0,0.0,0.0,2.0,7,Family and Kids,339,"Part movie, part toy ad; fun, busy, and lots of action.",3,lego-dc-comics-superheroes-the-flash,4,1,1,1
Monsters at Large,0.0,0.0,0.0,1.0,PG,3.0,0.0,0.0,0.0,2.0,7,Family and Kids,340,Live-action tale with comic jeopardy and potty humor.,2,monsters-at-large,1,1,1,1
My Daddy Is in Heaven,0.0,3.0,,0.0,NR,3.0,1.0,,3.0,,13,Drama,341,"Inept faith-based tale has mature themes, drinking, drugs.",1,my-daddy-is-in-heaven,4,0,0,0
"I, Tonya",0.0,3.0,,4.0,R,1.0,3.0,,4.0,,16,Comedy,342,"Fact-based dark comedy has strong language, domestic abuse.",4,i-tonya,3,0,0,0
Justice League,2.0,2.0,,3.0,PG-13,4.0,2.0,,4.0,,11,Action/Adventure,343,All-star superhero adventure is uneven but entertaining.,3,justice-league,2,0,0,0
Call Me by Your Name,0.0,3.0,,3.0,R,3.0,4.0,,0.0,,16,Romance,344,"Strong sexual content, adult themes in gay romance.",4,call-me-by-your-name,3,0,0,0
The Shape of Water,0.0,2.0,,4.0,R,3.0,5.0,,4.0,,16,Fantasy,345,Compassionate monster movie/love story has mature content.,4,the-shape-of-water,3,0,0,0
Birdboy: The Forgotten Children,0.0,3.0,,3.0,NR,1.0,2.0,,4.0,,15,Fantasy,346,Cute characters + drugs and blood = nightmare fuel.,4,birdboy-the-forgotten-children,4,0,0,0
Saturday Church,0.0,3.0,,4.0,NR,3.0,3.0,,2.0,,15,Musical,347,Heartfelt coming-out musical has mature content.,3,saturday-church,4,0,0,0
The Disaster Artist,1.0,1.0,,4.0,R,3.0,4.0,,2.0,,16,Comedy,348,"Loving, funny portrait of infamous filmmaker; sex, language.",4,the-disaster-artist,3,0,0,0
Ferdinand,1.0,0.0,2.0,2.0,PG,4.0,0.0,1.0,0.0,3.0,6,Family and Kids,349,"Sweet story about compassion, nonviolence has a few scares.",4,ferdinand,1,1,1,1
The Outsider,1.0,3.0,,3.0,NR,0.0,3.0,,5.0,,17,Drama,350,Japanese mob story is very violent and bloody.,2,the-outsider,4,0,0,0
The Leisure Seeker,2.0,2.0,,4.0,R,1.0,3.0,,3.0,,16,Drama,351,Strong performances in otherwise meandering movie.,2,the-leisure-seeker,3,0,0,0
Ladies First,0.0,0.0,,0.0,G,4.0,0.0,,2.0,,10,Documentary,352,Inspiring but cautionary docu about woman archer from India.,4,ladies-first,0,0,0,0
Aliens Ate My Homework,0.0,0.0,2.0,1.0,PG,2.0,0.0,0.0,0.0,2.0,8,Family and Kids,353,Cartoonish violence in live-action book-based alien tale.,2,aliens-ate-my-homework,1,1,1,1
Thor: Ragnarok,0.0,2.0,,3.0,PG-13,3.0,2.0,,3.0,,12,Action/Adventure,354,"Funniest Thor movie has tons of style, plenty of violence.",4,thor-ragnarok,2,0,0,0
Novitiate,0.0,1.0,,4.0,R,3.0,3.0,,2.0,,16,Drama,355,"Intense nuns-in-training drama has language, sensuality.",4,novitiate,3,0,0,0
The Man Who Invented Christmas,0.0,2.0,,1.0,PG,4.0,0.0,0.0,0.0,1.0,8,Family and Kids,356,Heartfelt take on idea for Charles Dickens holiday classic.,4,the-man-who-invented-christmas,1,0,1,1
The Breadwinner,0.0,0.0,,1.0,PG-13,4.0,1.0,,4.0,,11,Drama,357,"Powerful, intense animated tale of life under Taliban rule.",4,the-breadwinner,2,0,0,0
Lady Bird,1.0,4.0,,4.0,R,2.0,5.0,,1.0,,16,Comedy,358,"Touching, funny, personal, and mature coming-of-age comedy.",4,lady-bird,3,0,0,0
Wonder Wheel,0.0,3.0,,0.0,PG-13,1.0,2.0,,1.0,,15,Drama,359,Adult themes in heavy but beautifully filmed drama.,4,wonder-wheel,2,0,0,0
Dance Academy: The Comeback,0.0,0.0,,1.0,NR,4.0,2.0,,0.0,,12,Drama,361,"Captivating, graceful story of young dancers on the verge.",4,dance-academy-the-comeback,4,0,0,0
Death House,0.0,1.0,,4.0,R,0.0,4.0,,5.0,,17,Horror,362,Very gory horror with cult stars is more strange than scary.,3,death-house,3,0,0,0
Ravenous (Les Affamés),0.0,1.0,,3.0,NR,0.0,1.0,,5.0,,17,Horror,363,"Unique but very bloody, violent take on zombie genre.",4,ravenous-les-affames,4,0,0,0
Liberated: The New Sexual Revolution,3.0,4.0,,4.0,NR,0.0,4.0,,4.0,,16,Documentary,364,"Docu about hookup culture has sex, violence, language.",2,liberated-the-new-sexual-revolution,4,0,0,0
The Light of the Moon,0.0,4.0,,4.0,NR,4.0,4.0,,4.0,,17,Drama,365,"Intimate, mature drama chronicles aftermath of a rape.",4,the-light-of-the-moon,4,0,0,0
Service to Man,0.0,2.0,,4.0,NR,4.0,2.0,,3.0,,13,Drama,366,"Medical school drama about racism has cursing, violence.",3,service-to-man,4,0,0,0
Just Getting Started,1.0,3.0,,3.0,PG-13,3.0,3.0,,3.0,,13,Comedy,367,"Unfunny action comedy wastes great cast; violence, language.",1,just-getting-started,2,0,0,0
Coco,1.0,3.0,3.0,1.0,PG,4.0,0.0,1.0,0.0,3.0,7,Family and Kids,368,"Stunningly animated, poignant tribute to family and culture.",4,coco,1,1,1,1
Murder on the Orient Express,0.0,2.0,,1.0,PG-13,3.0,2.0,,3.0,,13,Thriller,369,"Colorful, thoughtful, classical mystery has some violence.",4,murder-on-the-orient-express,2,0,0,0
Darkest Hour,0.0,2.0,,3.0,PG-13,4.0,0.0,,1.0,,13,Drama,370,Mild but talky look at Churchill's early days in power.,3,darkest-hour,2,0,0,0
"Three Billboards Outside Ebbing, Missouri",2.0,2.0,,5.0,R,1.0,2.0,,5.0,,17,Drama,371,"Exceptional, intense, complex crime drama resonates.",5,three-billboards-outside-ebbing-missouri,3,0,0,0
Hangman,0.0,0.0,,4.0,R,0.0,2.0,,4.0,,16,Thriller,372,Muddled Pacino mystery has serial-killer violence.,2,hangman,3,0,0,0
Veronica,0.0,3.0,,3.0,NR,0.0,4.0,,5.0,,17,Horror,373,"Scary Spanish horror film with demonic imagery, violence.",3,veronica,4,0,0,0
Mute,0.0,2.0,,5.0,NR,2.0,5.0,,5.0,,18,Thriller,374,"Futuristic thriller has brutality, sex, cursing.",3,mute,4,0,0,0
Forgotten,0.0,3.0,,4.0,NR,0.0,1.0,,5.0,,17,Drama,375,"Dark, twisty, violent tale of amnesia and murder.",4,forgotten,4,0,0,0
Same Kind of Different as Me,1.0,2.0,,3.0,PG-13,4.0,1.0,,2.0,,13,Drama,376,Faith-based drama based on true story deals with big themes.,2,same-kind-of-different-as-me,2,0,0,0
The Girl Without Hands,0.0,0.0,,1.0,NR,4.0,3.0,,3.0,,12,Drama,377,"Hand-drawn Brothers Grimm retelling is dark, powerful.",4,the-girl-without-hands,4,0,0,0
Mom and Dad,1.0,3.0,,5.0,R,1.0,4.0,,5.0,,17,Horror,378,"Fast-paced, gory, intense horror movie is way over the top.",3,mom-and-dad,3,0,0,0
The Florida Project,1.0,3.0,,5.0,R,3.0,3.0,,2.0,,16,Drama,379,"Gritty drama is breathtakingly realistic, unforgettable.",5,the-florida-project,3,0,0,0
Fullmetal Alchemist,1.0,0.0,,2.0,NR,3.0,1.0,,4.0,,15,Fantasy,380,"Violence, gore, peril in live-action manga adaptation.",3,fullmetal-alchemist,4,0,0,0
Irreplaceable You,0.0,3.0,,4.0,NR,2.0,2.0,,0.0,,14,Romance,381,"Tearjerker deals with love, death, and grief; some swearing.",2,irreplaceable-you,4,0,0,0
Love per Square Foot,0.0,1.0,,3.0,NR,1.0,3.0,,1.0,,13,Romance,382,Spirited Bollywood-style romcom has sexual situations.,3,love-per-square-foot,4,0,0,0
Hazlo Como Hombre,0.0,2.0,,3.0,R,3.0,4.0,,2.0,,16,Comedy,383,Tons of sex talk and situations in comedy about acceptance.,4,hazlo-como-hombre,3,0,0,0
Wonder,3.0,2.0,,2.0,PG,4.0,1.0,,2.0,,10,Family and Kids,384,"Earnest, emotional book adaptation has strong messages.",4,wonder,1,0,0,0
The Ballad of Lefty Brown,0.0,2.0,,4.0,R,0.0,1.0,,4.0,,15,Western,385,Sidekick takes spotlight in excellent but violent Western.,4,the-ballad-of-lefty-brown,3,0,0,0
Flint,0.0,1.0,,2.0,NR,4.0,0.0,,0.0,,14,Drama,386,Well-meaning recounting of a city's toxic water problem.,3,flint,4,0,0,0
Hey Arnold!: The Jungle Movie,0.0,0.0,0.0,1.0,NR,4.0,0.0,0.0,0.0,2.0,7,Family and Kids,387,Long-awaited sequel sends Arnold on quest to find parents.,4,hey-arnold-the-jungle-movie,4,1,1,1
"Roman J. Israel, Esq.",2.0,1.0,,3.0,PG-13,3.0,1.0,,2.0,,13,Drama,388,"Strong performances, but inconsistent and unsatisfying.",2,roman-j-israel-esq,2,0,0,0
When We First Met,3.0,3.0,,4.0,NR,3.0,2.0,,1.0,,14,Comedy,389,"So-so time-travel romcom has swearing, drinking.",2,when-we-first-met,4,0,0,0
The Trader,2.0,2.0,,0.0,PG,2.0,0.0,,0.0,,12,Documentary,390,Grim docu about rural poverty is emotionally intense.,3,the-trader,1,0,0,0
The Ritual,0.0,1.0,,5.0,NR,1.0,2.0,,5.0,,17,Horror,391,"Intense, mature horror tale with scares, violence, cursing.",3,the-ritual,4,0,0,0
Seeing Allred,0.0,0.0,,3.0,NR,4.0,2.0,,1.0,,13,Documentary,392,"Docu about lawyer for victims of sex crimes, inequity.",3,seeing-allred,4,0,0,0
Woody Woodpecker,0.0,1.0,0.0,1.0,PG,2.0,0.0,0.0,0.0,3.0,7,Family and Kids,393,"Awful live-action/animation has cartoon mayhem, potty humor.",1,woody-woodpecker,1,1,1,1
Benji,1.0,0.0,0.0,0.0,G,3.0,0.0,0.0,0.0,3.0,7,Family and Kids,394,Adorable stray dog in '70s classic; some peril.,3,benji,0,1,1,1
The Star,0.0,0.0,1.0,0.0,PG,4.0,0.0,0.0,0.0,2.0,5,Family and Kids,395,Sweet Nativity story told from animals' perspective.,3,the-star,1,1,1,1
All I See Is You,0.0,2.0,,4.0,R,1.0,4.0,,1.0,,16,Drama,396,"Strong sexual content, adult themes in relationship drama.",3,all-i-see-is-you,3,0,0,0
Only the Brave,0.0,3.0,,3.0,PG-13,4.0,2.0,,3.0,,13,Drama,397,"Language, firefighting peril in true story of heroism.",3,only-the-brave,2,0,0,0
Walking Out,0.0,0.0,,3.0,PG-13,3.0,0.0,,2.0,,13,Drama,398,Father-son hunting trip becomes perilous survival drama.,3,walking-out,2,0,0,0
The Stray,1.0,0.0,,1.0,PG,4.0,1.0,,3.0,,10,Family and Kids,399,Faith-based family drama could distress dog lovers.,2,the-stray,1,0,0,0
Suburbicon,0.0,1.0,,4.0,R,2.0,4.0,,4.0,,16,Drama,400,"Depressing, violent dark comedy is a big misfire.",1,suburbicon,3,0,0,0
LBJ,0.0,2.0,,4.0,R,3.0,1.0,,2.0,,15,Drama,401,Sympathetic but lightweight drama has strong language.,3,lbj,3,0,0,0
Stratton,0.0,1.0,,3.0,R,1.0,0.0,,3.0,,15,Action/Adventure,402,"Violence, strong language in unimpressive action flick.",2,stratton,3,0,0,0
Blame,0.0,4.0,,4.0,NR,2.0,4.0,,2.0,,16,Drama,403,Well-acted high school drama has lots of edgy behavior.,3,blame,4,0,0,0
Keep Watching,1.0,3.0,,4.0,R,1.0,3.0,,4.0,,16,Horror,404,"Flawed, unsympathetic, violent home invasion movie.",1,keep-watching,3,0,0,0
A Bad Moms Christmas,3.0,4.0,,4.0,R,2.0,4.0,,2.0,,17,Comedy,405,"Fun sequel has raunch, laughs, slightly sweeter attitude.",3,a-bad-moms-christmas,3,0,0,0
Red Dog: True Blue,0.0,1.0,,2.0,NR,3.0,1.0,,2.0,,9,Family and Kids,406,Coming-of-age tale has mild action and peril.,3,red-dog-true-blue,4,0,0,0
Day of the Dead: Bloodline,1.0,1.0,,4.0,R,0.0,2.0,,5.0,,16,Horror,407,Buckets of stale blood in zombie apocalypse tale.,1,day-of-the-dead-bloodline,3,0,0,0
The Cloverfield Paradox,0.0,0.0,,4.0,NR,2.0,0.0,,4.0,,14,Science Fiction,408,Awkward mix of moods in violent sci-fi sequel.,2,the-cloverfield-paradox,4,0,0,0
